흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
申眞諝,趙晨宇,7.5,B+R,2022-01-16,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
申眞諝,陶欣然,7.5,B+R,2021-09-30,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
辜梓豪,朴廷桓,7.5,B+R,2024-06-27,第2回衢州爛柯杯ワールド囲碁オープン4回戦,7200.0,5,60,chinese,ch,kr
許嘉陽,申眞諝,7.5,W+R,2021-09-29,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,tp,kr
申眞諝,胡鈺函,7.5,B+R,2021-09-28,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
郭信駅,申眞諝,7.5,W+R,2021-09-26,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,江維傑,7.5,B+R,2021-09-25,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
童夢成,申眞諝,7.5,W+R,2021-06-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,丁世雄,7.5,B+R,2021-06-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
申眞諝,楊鼎新,7.5,B+¾,2021-06-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
羋昱廷,申眞諝,7.5,B+R,2021-06-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
丁浩,申眞諝,7.5,B+R,2021-05-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,屠暁宇,7.5,B+R,2021-05-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
金昇珍,朴廷桓,6.5,W+R,2026-01-16,2025-2026韓国囲碁リーグ,60.0,,,Japanese,kr,kr
朴廷桓,葉長欣,7.5,B+1¾,2024-06-19,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
柯潔,申眞諝,7.5,B+R,2021-05-10,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
丁浩,范廷鈺,7.5,B+R,2026-03-19,第3回中国囲棋国手戦挑戦手合三番勝負第2局,7200.0,5,60,chinese,ch,ch
范廷鈺,丁浩,7.5,W+¼,2026-03-17,第3回中国囲棋国手戦挑戦手合三番勝負第1局,7200.0,5,60,chinese,ch,ch
丁浩,屠暁宇,7.5,W+R,2026-03-14,第25回西南棋王戦2回戦,30.0,10,60,chinese,ch,ch
唐韋星,丁浩,7.5,W+1¼,2026-03-14,第25回西南棋王戦1回戦,30.0,10,60,chinese,ch,ch
井山裕太,丁浩,6.5,B+R,2026-02-03,第27回農心辛ラーメン杯世界囲碁最強戦第11戦,3600.0,1,60,japanese,jp,ch
唐韋星,丁浩,7.5,W+R,2026-01-25,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,許皓鋐,7.5,B+R,2026-01-23,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,時越,7.5,W+R,2026-01-17,第40期中国囲棋天元戦3回戦,9900.0,5,60,chinese,ch,ch
廖元赫,丁浩,7.5,W+R,2026-01-15,第40期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
申旻埈,朴廷桓,6.5,W+R,2024-06-16,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
丁浩,陳賢,7.5,B+R,2026-01-14,第40期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
申眞諝,丁浩,6.5,B+R,2025-12-26,第1回新韓銀行世界棋仙戦2回戦,1800.0,,,japanese,kr,ch
丁浩,李昌錫,6.5,B+0.5,2025-12-24,第1回新韓銀行世界棋仙戦1回戦,1800.0,,,japanese,ch,kr
金禹丞,丁浩,7.5,W+R,2025-12-19,第2回晋城全国職業囲碁公開戦決勝,7200.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,W+R,2025-12-18,第2回晋城全国職業囲碁公開戦準決勝,7200.0,5,60,chinese,ch,ch
趙晨宇,丁浩,7.5,W+R,2025-12-16,第19期中国囲棋棋王争覇戦16強戦,3600.0,1,60,chinese,ch,ch
丁浩,蒋其潤,7.5,B+R,2025-12-15,第19期中国囲棋棋王争覇戦32強戦,3600.0,1,60,chinese,ch,ch
丁浩,趙晨宇,7.5,B+¾,2025-12-12,第2回晋城全国職業囲碁公開戦4回戦,7200.0,5,60,chinese,ch,ch
李欽誠,丁浩,7.5,W+R,2025-12-11,第2回晋城全国職業囲碁公開戦3回戦,7200.0,5,60,chinese,ch,ch
丁浩,王沢錦,7.5,B+R,2025-12-09,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
蒋其潤,朴廷桓,7.5,W+R,2024-06-10,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
丁浩,陳豪鑫,7.5,B+R,2025-12-03,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,檀嘯,7.5,B+R,2025-11-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
羋昱廷,丁浩,7.5,W+R,2025-11-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,廖元赫,6.5,W+R,2025-11-17,第30回三星火災杯世界囲碁マスターズ決勝三番勝負第2局,7200.0,5,60,japanese,ch,ch
廖元赫,丁浩,6.5,B+R,2025-11-16,第30回三星火災杯世界囲碁マスターズ決勝三番勝負第1局,7200.0,5,60,japanese,ch,ch
丁浩,金志錫,6.5,B+R,2025-11-15,第30回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,kr
檀嘯,丁浩,6.5,W+0.5,2025-11-12,第30回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,ch,ch
丁浩,李志賢,6.5,B+R,2025-11-11,第30回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
楊楷文,丁浩,6.5,W+R,2025-11-09,第30回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,ch
屠暁宇,丁浩,7.5,W+R,2025-11-05,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,朴常鎭,6.5,W+R,2024-06-08,第29回GSカルテックス杯プロ棋戦3回戦,1800.0,,,japanese,kr,kr
屠暁宇,丁浩,7.5,W+R,2025-11-03,2025年陽明杯日中韓囲碁精鋭招待戦決勝,6000.0,,,chinese,ch,ch
王星昊,丁浩,7.5,W+R,2025-11-02,2025年陽明杯日中韓囲碁精鋭招待戦準決勝,6000.0,,,chinese,ch,ch
丁浩,唐韋星,7.5,B+R,2025-11-01,2025年陽明杯日中韓囲碁精鋭招待戦2回戦,6000.0,,,chinese,ch,ch
丁浩,李志賢,7.5,B+R,2025-10-31,2025年陽明杯日中韓囲碁精鋭招待戦1回戦,6000.0,,,chinese,ch,kr
丁浩,陳梓健,7.5,B+1¾,2025-10-28,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,羋昱廷,7.5,B+R,2025-10-25,第19回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第2局,7200.0,,,chinese,ch,ch
羋昱廷,丁浩,7.5,W+R,2025-10-23,第19回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第1局,7200.0,,,chinese,ch,ch
丁浩,柁嘉熹,7.5,B+R,2025-10-17,第2回晋城全国職業囲碁公開戦2回戦,7200.0,5,60,chinese,ch,ch
丁浩,李欽誠,7.5,W+R,2025-10-09,第3回衢州爛柯杯ワールド囲碁オープン4回戦,7200.0,5,60,chinese,ch,ch
丁浩,李維清,7.5,B+R,2025-10-08,第3回衢州爛柯杯ワールド囲碁オープン3回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,陳耀燁,7.5,B+R,2024-06-03,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
丁浩,江維傑,7.5,W+¼,2025-09-19,第5期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,50,chinese,ch,ch
丁浩,彭立尭,7.5,W+R,2025-08-31,2025年浙江平湖・当湖十局杯中国囲棋快棋戦1回戦,30.0,10,60,chinese,ch,ch
許一笛,丁浩,7.5,W+R,2025-08-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,時越,7.5,B+R,2025-08-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,謝科,7.5,W+¼,2025-08-13,第6期中国囲棋棋聖戦準決勝,7200.0,5,60,chinese,ch,ch
丁浩,李維清,6.5,W+R,2025-08-11,第11回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
丁浩,連笑,7.5,B+R,2025-07-29,第19回倡棋杯中国プロ囲碁選手権戦準決勝第2局,7200.0,,,chinese,ch,ch
連笑,丁浩,7.5,W+R,2025-07-28,第19回倡棋杯中国プロ囲碁選手権戦準決勝第1局,7200.0,,,chinese,ch,ch
柁嘉熹,丁浩,7.5,W+R,2025-07-25,第6期中国囲棋棋聖戦3回戦,7200.0,5,60,chinese,ch,ch
連笑,丁浩,7.5,W+R,2025-07-24,第6期中国囲棋棋聖戦2回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,黄明宇,7.5,B+R,2024-05-29,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
胡子豪,丁浩,7.5,W+1¼,2025-07-19,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,黄明宇,7.5,B+R,2025-07-10,第2回晋城全国職業囲碁公開戦1回戦,7200.0,5,60,chinese,ch,ch
丁浩,姜東潤,7.5,B+¾,2025-07-02,第3回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,ch,kr
彭立尭,丁浩,7.5,W+R,2025-06-17,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,楊鼎新,7.5,W+R,2025-06-15,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,B+¾,2025-06-06,第26期阿含・桐山杯中国囲碁早碁公開戦準決勝,30.0,10,60,chinese,ch,ch
楊鼎新,丁浩,7.5,W+R,2025-06-05,第26期阿含・桐山杯中国囲碁早碁公開戦2回戦,30.0,10,60,chinese,ch,ch
江維傑,丁浩,7.5,W+¼,2025-06-04,第26期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
丁浩,李維清,7.5,W+R,2025-05-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
陳玉儂,丁浩,7.5,B+R,2025-05-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,許皓鋐,7.5,B+R,2024-05-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,tp
王星昊,丁浩,7.5,W+R,2025-04-24,第19回倡棋杯中国プロ囲碁選手権戦3回戦,7200.0,,,chinese,ch,ch
范廷鈺,丁浩,7.5,W+R,2025-04-22,第19回倡棋杯中国プロ囲碁選手権戦2回戦,60.0,,,chinese,ch,ch
丁浩,彭立尭,7.5,B+R,2025-04-21,第19回倡棋杯中国プロ囲碁選手権戦1回戦,7200.0,,,chinese,ch,ch
許家元,丁浩,7.5,B+R,2025-04-12,第1回北海新繹杯世界囲碁オープン3回戦,7200.0,5,60,chinese,jp,ch
朴珉奎,丁浩,7.5,W+R,2025-04-11,第1回北海新繹杯世界囲碁オープン2回戦,7200.0,5,60,chinese,kr,ch
丁浩,曽富康,7.5,B+R,2025-04-10,第1回北海新繹杯世界囲碁オープン1回戦,7200.0,5,60,chinese,ch,jp
丁浩,范廷鈺,7.5,B+R,2025-03-27,第18期中国囲碁棋王争覇戦決勝,3600.0,1,60,chinese,ch,ch
趙晨宇,丁浩,7.5,W+R,2025-03-26,第18期中国囲碁棋王争覇戦準決勝,3600.0,1,60,chinese,ch,ch
丁浩,金禹丞,7.5,B+R,2025-03-25,第18期中国囲碁棋王争覇戦8強戦,3600.0,1,60,chinese,ch,ch
丁浩,辜梓豪,7.5,W+R,2025-03-16,第24回西南棋王戦決勝,30.0,10,60,chinese,ch,ch
朴廷桓,元晟溱,6.5,B+R,2024-05-24,第29回GSカルテックス杯プロ棋戦2回戦,1800.0,,,japanese,kr,kr
丁浩,楊鼎新,7.5,B+R,2025-03-16,第24回西南棋王戦準決勝,30.0,10,60,chinese,ch,ch
傅健恒,丁浩,7.5,W+¼,2025-03-15,第24回西南棋王戦2回戦,30.0,10,60,chinese,ch,ch
陳梓健,丁浩,7.5,W+R,2025-03-15,第24回西南棋王戦1回戦,30.0,10,60,chinese,ch,ch
丁浩,申眞諝,6.5,W+R,2025-02-21,第26回農心辛ラーメン杯世界囲碁最強戦第14戦,3600.0,1,60,japanese,ch,kr
丁浩,柁嘉熹,7.5,W+R,2025-02-14,第39期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
丁浩,李軒豪,7.5,B+R,2025-01-13,第26回中国囲碁甲級リーグ5位決定戦第2戦,7200.0,5,60,chinese,ch,ch
李翔宇,丁浩,7.5,W+R,2025-01-11,第26回中国囲碁甲級リーグ5位決定戦第1戦,7200.0,5,60,chinese,ch,ch
屠暁宇,丁浩,7.5,B+R,2025-01-05,第34期中国囲碁名人戦挑戦者決定戦,7200.0,5,60,chinese,ch,ch
時越,丁浩,7.5,W+R,2025-01-04,第34期中国囲碁名人戦準決勝,7200.0,5,60,chinese,ch,ch
連笑,丁浩,7.5,W+R,2025-01-03,第34期中国囲碁名人戦3回戦,7200.0,5,60,chinese,ch,ch
芝野虎丸,朴廷桓,6.5,W+R,2024-05-22,第29回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,jp,kr
丁浩,陳耀燁,7.5,B+R,2024-12-26,第18期中国囲碁棋王争覇戦16強戦,3600.0,1,60,chinese,ch,ch
丁浩,童夢成,7.5,B+R,2024-12-25,第18期中国囲碁棋王争覇戦32強戦,3600.0,1,60,chinese,ch,ch
丁浩,申眞諝,7.5,W+R,2024-12-23,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
連笑,丁浩,7.5,W+R,2024-12-21,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
芝野虎丸,丁浩,7.5,B+R,2024-12-17,第15回春蘭杯世界囲碁選手権3回戦,8700.0,5,60,chinese,jp,ch
丁浩,党毅飛,6.5,W+R,2024-12-13,第1回世界最高棋士決定戦中国予選,3600.0,,,japanese,ch,ch
彭立尭,丁浩,7.5,W+R,2024-11-27,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,一力遼,7.5,B+R,2024-11-25,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,jp
党毅飛,丁浩,6.5,W+R,2024-11-22,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第3局,7200.0,5,60,japanese,ch,ch
丁浩,党毅飛,6.5,B+T,2024-11-21,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第2局,7200.0,5,60,japanese,ch,ch
李昌錫,朴廷桓,6.5,W+R,2024-05-17,2023-2024韓国囲碁リーグ優勝決定戦第3戦,600.0,,,japanese,kr,kr
党毅飛,丁浩,6.5,B+R,2024-11-20,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第1局,7200.0,5,60,japanese,ch,ch
金禹丞,丁浩,6.5,W+R,2024-11-18,第29回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,ch
丁浩,申眞諝,6.5,B+R,2024-11-17,第29回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,ch,kr
崔精,丁浩,6.5,W+R,2024-11-14,第29回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,kr,ch
丁浩,姜東潤,6.5,B+R,2024-11-13,第29回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
丁浩,童夢成,7.5,B+R,2024-11-09,第34期中国囲碁名人戦2回戦,7200.0,5,60,chinese,ch,ch
丁浩,廖元赫,7.5,B+R,2024-11-08,第34期中国囲碁名人戦1回戦,7200.0,5,60,chinese,ch,ch
卞相壹,丁浩,7.5,B+R,2024-11-03,第1回南洋杯世界囲碁マスターズ2回戦,7200.0,,,chinese,kr,ch
上野愛咲美,丁浩,7.5,W+R,2024-11-02,第1回南洋杯世界囲碁マスターズ1回戦,7200.0,,,chinese,jp,ch
陳耀燁,丁浩,7.5,W+R,2024-10-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
尹畯相,朴廷桓,6.5,W+R,2026-01-12,第27回マキシムコーヒー杯入神最強戦1回戦,600.0,,,Japanese,kr,kr
申旻埈,朴廷桓,6.5,W+2.5,2024-05-16,2023-2024韓国囲碁リーグ優勝決定戦第2戦,600.0,,,japanese,kr,kr
丁浩,羋昱廷,7.5,W+R,2024-10-20,第4期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
丁浩,王星昊,7.5,W+R,2024-10-18,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,陳梓健,7.5,W+R,2024-10-14,第25期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
范廷鈺,丁浩,7.5,W+R,2024-10-09,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
李志賢,丁浩,6.5,B+R,2024-09-30,第29回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,ch
丁浩,陳賢,7.5,W+R,2024-09-19,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,劉宇航,7.5,W+¼,2024-09-14,第1回晋城全国職業囲碁公開戦1回戦,7200.0,5,60,chinese,ch,ch
丁浩,陶欣然,7.5,B+R,2024-09-12,第4期湾区杯中国囲碁大棋士戦1回戦,3600.0,1,60,chinese,ch,ch
丁浩,陳玉儂,7.5,B+R,2024-09-03,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,童夢成,7.5,B+R,2024-08-24,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申旻埈,朴廷桓,6.5,W+2.5,2024-05-15,2023-2024韓国囲碁リーグ優勝決定戦第1戦,600.0,,,japanese,kr,kr
丁浩,劉宇航,7.5,B+1¾,2024-08-16,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,邱禹然,7.5,W+R,2024-08-10,第26回中国囲碁甲級リーグ,60.0,5,60,chinese,ch,ch
丁浩,王星昊,7.5,W+R,2024-07-28,第5回王中王囲碁争覇戦敗者組3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,丁浩,7.5,W+R,2024-07-27,第5回王中王囲碁争覇戦敗者組2回戦,7200.0,5,60,chinese,ch,ch
丁浩,楊楷文,7.5,B+R,2024-07-26,第5回王中王囲碁争覇戦敗者組1回戦,7200.0,5,60,chinese,ch,ch
丁浩,李軒豪,7.5,W+R,2024-07-25,第5回王中王囲碁争覇戦1回戦,7200.0,5,60,chinese,ch,ch
屠暁宇,丁浩,7.5,B+R,2024-07-23,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申眞諝,丁浩,7.5,B+R,2024-06-29,第2回衢州爛柯杯ワールド囲碁オープン準決勝,7200.0,5,60,chinese,kr,ch
丁浩,姜東潤,7.5,B+R,2024-06-27,第2回衢州爛柯杯ワールド囲碁オープン4回戦,7200.0,5,60,chinese,ch,kr
丁浩,唐韋星,7.5,B+R,2024-06-23,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
安成浚,朴廷桓,6.5,W+R,2024-05-13,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
柯潔,丁浩,7.5,W+1¼,2024-06-19,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
童夢成,丁浩,7.5,B+R,2024-06-12,第10回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
丁浩,謝科,7.5,B+R,2024-06-10,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊楷文,丁浩,7.5,W+R,2024-06-03,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,姜東潤,7.5,B+R,2024-05-29,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
丁浩,許嘉陽,7.5,B+R,2024-05-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,tp
金眞輝,丁浩,6.5,W+R,2024-05-22,第29回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,kr,ch
賴均輔,丁浩,7.5,W+R,2024-04-27,第2回衢州爛柯杯ワールド囲碁オープン3回戦,7200.0,5,60,chinese,tp,ch
丁浩,申旻埈,7.5,B+R,2024-04-25,第2回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,ch,kr
丁浩,許嘉陽,8.0,W+R,2024-04-21,第10回応氏杯予選,7200.0,5,50,chinese,ch,tp
朴廷桓,金明訓,6.5,W+1.5,2024-05-04,2023-2024ハナ銀行MZ囲碁スーパーマッチ2回戦,1200.0,,,japanese,kr,kr
広瀬優一,丁浩,8.0,W+R,2024-04-20,第10回応氏杯予選,7200.0,5,60,chinese,jp,ch
楊鼎新,丁浩,7.5,B+¾,2024-04-01,第17期中国囲碁棋王争覇戦8強戦,3600.0,1,60,chinese,ch,ch
丁浩,柯潔,7.5,W+R,2024-03-25,第25回中国囲碁甲級リーグ優勝決定戦第2戦,7200.0,5,60,chinese,ch,ch
陶欣然,丁浩,7.5,W+1¼,2024-03-23,第25回中国囲碁甲級リーグ優勝決定戦第1戦,7200.0,5,60,chinese,ch,ch
許家元,丁浩,7.5,W+R,2024-03-21,第15回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,jp,ch
申眞諝,丁浩,7.5,B+R,2024-03-17,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
丁浩,李欽誠,7.5,B+R,2024-03-15,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,許嘉陽,7.5,W+¼,2024-03-07,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,tp
檀嘯,丁浩,7.5,W+R,2024-03-05,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,柯潔,7.5,W+R,2024-03-03,第23回西南棋王戦準決勝,30.0,10,60,chinese,ch,ch
李昌錫,朴廷桓,6.5,B+R,2024-05-01,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
丁浩,党毅飛,7.5,B+R,2024-03-02,第23回西南棋王戦2回戦,30.0,10,60,chinese,ch,ch
古力,丁浩,7.5,W+R,2024-03-02,第23回西南棋王戦1回戦,30.0,10,60,chinese,ch,ch
李維清,丁浩,7.5,B+R,2024-02-28,第38期中国囲棋天元戦準決勝,9900.0,5,60,chinese,ch,ch
蒋其潤,丁浩,7.5,W+R,2024-02-25,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
申眞諝,丁浩,6.5,B+R,2024-02-22,第25回農心辛ラーメン杯世界囲碁最強戦第13戦,3600.0,1,60,japanese,kr,ch
丁浩,丁世雄,7.5,B+R,2024-02-17,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,陳正勲,7.5,W+R,2024-02-03,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,許嘉陽,7.5,B+R,2024-02-01,第38期中国囲棋天元戦3回戦,9900.0,5,60,chinese,ch,ch
辜梓豪,丁浩,7.5,W+R,2024-01-31,第38期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
李昊潼,丁浩,7.5,W+R,2024-01-29,第38期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
謝科,朴廷桓,7.5,W+¼,2024-04-27,第2回衢州爛柯杯ワールド囲碁オープン3回戦,7200.0,5,60,chinese,ch,kr
蒋其潤,丁浩,7.5,B+¾,2024-01-26,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,辜梓豪,7.5,B+¾,2024-01-22,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,趙晨宇,7.5,W+R,2024-01-18,2023年浙江平湖・当湖十局杯中国囲碁早碁戦4回戦,30.0,10,60,chinese,ch,ch
唐韋星,丁浩,7.5,W+R,2024-01-16,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,李軒豪,7.5,W+1¼,2024-01-10,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,連笑,7.5,W+R,2024-01-05,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,党毅飛,7.5,B+R,2023-12-21,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊楷文,丁浩,7.5,B+R,2023-12-19,第3期湾区杯中国囲碁大棋士戦挑戦手合,7200.0,5,60,chinese,ch,ch
丁浩,廖元赫,7.5,B+R,2023-12-09,2023年浙江平湖・当湖十局杯中国囲碁早碁戦3回戦,30.0,10,60,chinese,ch,ch
丁浩,范廷鈺,7.5,B+R,2023-12-08,2023年浙江平湖・当湖十局杯中国囲碁早碁戦2回戦,30.0,10,60,chinese,ch,ch
李軒豪,朴廷桓,7.5,W+¼,2024-04-25,第2回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,ch,kr
金明訓,丁浩,7.5,B+R,2023-12-06,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
丁浩,許嘉陽,7.5,B+R,2023-12-04,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,tp
党毅飛,丁浩,7.5,W+R,2023-12-01,第17回中国囲碁棋王戦2回戦,3600.0,1,60,chinese,ch,ch
丁浩,謝爾豪,6.5,B+0.5,2023-11-28,第28回三星火災杯世界囲碁マスターズ決勝三番勝負第3局,7200.0,5,60,japanese,ch,ch
謝爾豪,丁浩,6.5,B+R,2023-11-27,第28回三星火災杯世界囲碁マスターズ決勝三番勝負第2局,7200.0,5,60,japanese,ch,ch
丁浩,謝爾豪,6.5,B+R,2023-11-25,第28回三星火災杯世界囲碁マスターズ決勝三番勝負第1局,7200.0,5,60,japanese,ch,ch
丁浩,朴廷桓,6.5,B+R,2023-11-24,第28回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,kr
